gene	hap1_time1_n_observed	hap1_time2_n_observed	torin_time1_n_observed	torin_time2_n_observed
PAK3	24	24	24	24
PAK6	24	24	24	24
PAPD7	24	24	24	24
PAPSS2	24	24	24	24
PARP8	24	24	24	24
PARVB	24	24	24	24
PDE8B	24	24	24	24
PDP2	24	24	24	24
PDS5B	24	24	24	24
PEX5L	24	24	24	24
PGM2L1	24	24	24	24
PGRMC2	24	24	24	24
PHACTR4	24	24	24	24
PHF20L1	24	24	24	24
PHKA2	24	24	24	24
PHLDB3	24	24	24	24
PI4K2B	24	24	24	24
PIEZO2	24	24	24	24
PIK3CD	24	24	24	24
PIP4K2B	24	24	24	24
PITPNB	24	24	24	24
PKN3	24	24	24	24
PLCB3	24	24	24	24
PLCD4	24	24	24	24
PLCG2	24	24	24	24
PLCL2	24	24	24	24
PLEKHB2	24	24	24	24
PLEKHH2	24	24	24	24
PLK3	24	24	24	24
PLOD2	24	24	24	24
PMM2	24	24	24	24
POC1B	24	24	24	24
ZNF280D	24	24	24	24
PPA2	24	24	24	24
PPRC1	24	24	24	24
PPFIA3	24	24	24	24
PPIC	24	24	24	24
PPM1F	24	24	24	24
PPP1CC	24	24	24	24
PPP1R3C	24	24	24	24
PPP1R16B	24	24	24	24
PPP2CB	24	24	24	24
PPP2R5D	24	24	24	24
PPP3CB	24	24	24	24
PPP6R3	24	24	24	24
PREX2	24	24	24	24
PRKAR1B	24	24	24	24
PRKAR2B	24	24	24	24
PRKCB	24	24	24	24
PRKCQ	24	24	24	24
PRKCH	24	24	24	24
PRKCZ	24	24	24	24
PRPF40B	24	24	24	24
PRPSAP2	24	24	24	24
PSEN2	24	24	24	24
PSMA8	24	24	24	24
PTCH2	24	24	24	24
PTGS2	24	24	24	24
PTK2B	24	24	24	24
PTPN2	24	24	24	24
PTPRZ1	24	24	24	24
PUM2	24	24	24	24
PWWP2B	24	24	24	24
TGFB1I1	24	24	24	24
QPCTL	24	24	24	24
QSOX2	24	24	24	24
R3HCC1L	24	24	24	24
RAB1B	24	24	24	24
RAB9B	24	24	24	24
RAB31	24	24	24	24
RAB37	24	24	24	24
RAB33B	24	24	24	24
RAB36	24	24	24	24
RAB39B	24	24	24	24
RABEP2	24	24	24	24
RABGAP1L	24	24	24	24
RAD9B	24	24	24	24
RAD23B	24	24	24	24
RALGAPA2	24	24	24	24
RALGPS2	24	24	24	24
RANBP9	24	24	24	24
RARG	24	24	24	24
RASA3	24	24	24	24
RASSF8	24	24	24	24
RBBP7	24	24	24	24
RBL2	24	24	24	24
RBM12B	24	24	24	24
RBM15B	24	24	24	24
RBM39	24	24	24	24
RBM27	24	24	24	24
RBMS3	24	24	24	24
RC3H2	24	24	24	24
RFX7	24	24	24	24
RGMB	24	24	24	24
RHBDF2	24	24	24	24
RHOBTB2	24	24	24	24
RHOT2	24	24	24	24
RHOV	24	24	24	24
RHPN2	24	24	24	24
RIC8B	24	24	24	24
RNF167	24	24	24	24
ZNRF3	24	24	24	24
RNFT2	24	24	24	24
ROCK2	24	24	24	24
ROR2	24	24	24	24
ZNF609	24	24	24	24
RPS6KA5	24	24	24	24
SNX15	24	24	24	24
YAF2	24	24	24	24
SAMD13	24	24	24	24
SAMD4B	24	24	24	24
SAMD12	24	24	24	24
SAP30L	24	24	24	24
SAR1B	24	24	24	24
SCAF8	24	24	24	24
SCD5	24	24	24	24
SEC11C	24	24	24	24
SEC23B	24	24	24	24
SEC24B	24	24	24	24
SEC24D	24	24	24	24
SEC31B	24	24	24	24
SEC61A2	24	24	24	24
SENP5	24	24	24	24
SERINC3	24	24	24	24
SERP2	24	24	24	24
SESN2	24	24	24	24
SETD1B	24	24	24	24
SFXN3	24	24	24	24
SFXN5	24	24	24	24
SGMS2	24	24	24	24
SGSM2	24	24	24	24
SGTB	24	24	24	24
SIN3B	24	24	24	24
SIX5	24	24	24	24
SLC9A5	24	24	24	24
SLC12A5	24	24	24	24
SLC24A2	24	24	24	24
SLC25A13	24	24	24	24
SLC25A30	24	24	24	24
SLC25A37	24	24	24	24
SLC25A36	24	24	24	24
SLC29A2	24	24	24	24
SLC35D2	24	24	24	24
SLC41A3	24	24	24	24
SLC44A3	24	24	24	24
SLC52A3	24	24	24	24
STK10	24	24	24	24
SMAD7	24	24	24	24
SMARCD2	24	24	24	24
MIEF2	24	24	24	24
SMTNL2	24	24	24	24
SMURF2	24	24	24	24
SNAP25	24	24	24	24
SNX3	24	24	24	24
SORBS2	24	24	24	24
SOS2	24	24	24	24
SOX6	24	24	24	24
SP3	24	24	24	24
SPARCL1	24	24	24	24
SPATA6L	24	24	24	24
SPECC1L	24	24	24	24
SPIRE2	24	24	24	24
SPOPL	24	24	24	24
SPTLC3	24	24	24	24
SRSF11	24	24	24	24
ST8SIA4	24	24	24	24
STAM2	24	24	24	24
STAU2	24	24	24	24
STK4	24	24	24	24
STK38L	24	24	24	24
STOX2	24	24	24	24
STRIP2	24	24	24	24
STX1B	24	24	24	24
STX6	24	24	24	24
STX7	24	24	24	24
SULF2	24	24	24	24
SUN2	24	24	24	24
SYCP2L	24	24	24	24
SYDE2	24	24	24	24
TAF4B	24	24	24	24
TANC2	24	24	24	24
TARSL2	24	24	24	24
TBC1D4	24	24	24	24
TBC1D9B	24	24	24	24
TBC1D10B	24	24	24	24
TBC1D17	24	24	24	24
TBX3	24	24	24	24
TCP11L2	24	24	24	24
TET2	24	24	24	24
THRB	24	24	24	24
TIAL1	24	24	24	24
TIAM2	24	24	24	24
TIMP4	24	24	24	24
TJP3	24	24	24	24
TLN2	24	24	24	24
TSPAN7	24	24	24	24
TMC6	24	24	24	24
TMEM50B	24	24	24	24
TMEM59L	24	24	24	24
TMEM184B	24	24	24	24
TMUB2	24	24	24	24
TMX4	24	24	24	24
TNK2	24	24	24	24
TNKS2	24	24	24	24
TNPO2	24	24	24	24
TOB2	24	24	24	24
TOMM40L	24	24	24	24
TOP1MT	24	24	24	24
TOP2B	24	24	24	24
TOX2	24	24	24	24
TPM2	24	24	24	24
TPST2	24	24	24	24
TRAF5	24	24	24	24
TRAK2	24	24	24	24
TSPAN9	24	24	24	24
TSPAN31	24	24	24	24
TTC7B	24	24	24	24
TTC39B	24	24	24	24
TWF2	24	24	24	24
TXNRD3	24	24	24	24
UAP1L1	24	24	24	24
UBA7	24	24	24	24
UBE2Q2	24	24	24	24
UBE2V2	24	24	24	24
UBQLN4	24	24	24	24
UBR2	24	24	24	24
UBTD2	24	24	24	24
UCHL3	24	24	24	24
UCK2	24	24	24	24
ULK2	24	24	24	24
UNC5C	24	24	24	24
UNC119B	24	24	24	24
UNKL	24	24	24	24
USP21	24	24	24	24
USP46	24	24	24	24
USP45	24	24	24	24
USP43	24	24	24	24
USP38	24	24	24	24
VAPB	24	24	24	24
VASH2	24	24	24	24
VPS13C	24	24	24	24
VPS37C	24	24	24	24
WASF2	24	24	24	24
WIPI2	24	24	24	24
WSB2	24	24	24	24
WWC2	24	24	24	24
XYLT2	24	24	24	24
YIF1B	24	24	24	24
YIPF2	24	24	24	24
ZCCHC6	24	24	24	24
ZDHHC18	24	24	24	24
ZFYVE9	24	24	24	24
ZMIZ2	24	24	24	24
ZNF703	24	24	24	24
