gene1	gene2	time1_observed_logFC	time1_expected_logFC	time1_pval	time2_observed_logFC	time2_expected_logFC	time2_pval	time1_residual_logFC	time2_residual_logFC	time1_fdr	time2_fdr	time1_is_gi	time2_is_gi
ACVR2B	ACVR2A	-0.00991405127705174	2.14094413693452	1.17717199191942e-05	-0.0367839213872588	1.85099798198898	0.000215062747264139	-2.15085818821157	-1.88778190337624	0.000289247975157342	0.00416797662303458	TRUE	TRUE
ADAMTS6	ADAMTS10	0.0929061477279156	1.1654071909282	0.000394049621216224	0.0913636202121825	0.948183439757358	0.00118667446462527	-1.07250104320029	-0.856819819545175	0.0035208589532047	0.0115805961937899	TRUE	TRUE
ADAMTS10	ADAMTS6	-0.124661964914329	0.636310699098521	0.0209023068445138	-0.406632228921126	0.658065540946988	0.000834090178852782	-0.76097266401285	-1.06469776986811	0.0641999424510065	0.00940744332870023	TRUE	TRUE
ADAMTSL1	ADAMTSL3	-0.196150397183586	0.945393574437749	2.57869001515754e-08	-0.386645256885165	0.810530714469235	1.79218956053449e-06	-1.14154397162134	-1.1971759713544	5.91379576809463e-06	0.000176146631092533	TRUE	TRUE
ADAMTSL3	ADAMTSL1	-0.132816122355986	1.30154935547135	1.17717199191942e-05	-0.328969994210978	0.88808868338901	0.00196295041333822	-1.43436547782734	-1.21705867759999	0.000289247975157342	0.0157954372441719	TRUE	TRUE
ADAP2	ADAP1	-0.570142433160822	1.12219296981628	0.000264302833103572	-0.551882044324886	1.19161724565546	0.000834090178852782	-1.69233540297711	-1.74349928998035	0.00263536737935156	0.00940744332870023	TRUE	TRUE
ADAP1	ADAP2	-0.417824445235852	-0.644113584009084	0.412375778055245	-0.465927646620571	-1.04681643775816	0.126147401015694	0.226289138773232	0.580888791137591	0.561255262714161	0.271216912183743	FALSE	FALSE
ADSS	ADSSL1	0.0206552836167543	0.747644849654835	0.02234680763478	-0.215929064501627	0.52771451184034	0.0356964806143788	-0.726989566038081	-0.743643576341967	0.068483757918613	0.116119048050556	TRUE	FALSE
ADSSL1	ADSS	-0.934989031712382	0.0815617877866442	0.000394049621216224	-1.04739372082798	-0.550299765727685	0.126147401015694	-1.01655081949903	-0.497093955100295	0.0035208589532047	0.271216912183743	TRUE	FALSE
AGPAT3	AGPAT4	-0.204264051377755	-0.909446467498186	0.201679436339622	-0.366759989850722	-1.96626133662485	0.000577781284796198	0.705182416120431	1.59950134677413	0.336376853822206	0.00757168617028161	FALSE	TRUE
AGPAT4	AGPAT3	-0.589973390431025	-0.805237872063791	0.324548174828994	-0.689059092984363	-1.08206260000432	0.383679719752151	0.215264481632765	0.393003507019954	0.475083285707123	0.566157525421547	FALSE	FALSE
AHCYL1	AHCYL2	-0.74676248774201	-0.0610689823431928	0.0453338990979227	-1.07715224044044	-0.5213675269322	0.160685472537209	-0.685693505398817	-0.555784713508239	0.112598276459822	0.315411141528103	FALSE	FALSE
AHCYL2	AHCYL1	-0.617450931635184	0.460881206141704	0.00570350789517522	-0.96820489200501	0.0282969821972904	0.00864180912639655	-1.07833213777689	-0.9965018742023	0.0244486818185704	0.043799337916985	TRUE	TRUE
AHNAK	AHNAK2	-0.510550076399201	0.67835289897184	0.00544695270326877	-0.258101604203415	0.640839238053547	0.0143859803978143	-1.18890297537104	-0.898940842256963	0.0237183763281577	0.0626964416768225	TRUE	TRUE
AHNAK2	AHNAK	0.0222200824144512	0.223082695055295	0.389233298727313	-0.0193164091227273	-0.327951806536567	0.539298539584697	-0.200862612640844	0.30863539741384	0.542639330343245	0.69875215675004	FALSE	FALSE
AHSA1	AHSA2	0.0466994575076756	0.919613488354842	0.126147401015694	0.0245714274652835	0.899514781230524	0.115978749531323	-0.872914030847167	-0.87494335376524	0.2400813607159	0.256570352660933	FALSE	FALSE
AHSA2	AHSA1	0.329368456223437	0.229028531769255	0.345310897182987	0.132412210860295	0.101593064991709	0.512486352283095	0.100339924454182	0.030819145868586	0.495461725259427	0.674814565302908	FALSE	FALSE
AJUBA	WTIP	0.0786319433728315	1.2243922772152	0.0161284599870891	0.0116066996598363	0.821088931194256	0.0889824320957408	-1.14576033384237	-0.809482231534419	0.0527040787269806	0.219556364550122	TRUE	FALSE
WTIP	AJUBA	0.327762213914743	0.25743098777049	0.345310897182987	0.269882886797301	0.167741467540586	0.249556194554941	0.070331226144253	0.102141419256715	0.495461725259427	0.426570588456645	FALSE	FALSE
AK1	AK5	-0.158942706690772	0.896223033987569	0.00656805240310701	-0.275447867320313	0.582656026866736	0.0209023068445138	-1.05516574067834	-0.858103894187049	0.0269780301691798	0.0817090176649174	TRUE	TRUE
AK5	AK1	-0.0769956379543724	0.123716672926304	0.743702065375981	-0.382456644923334	0.117070940508958	0.324548174828994	-0.200712310880676	-0.499527585432292	0.829282043725567	0.504608235666323	FALSE	FALSE
AK3	AK4	0.0370875097314365	0.778656724549903	0.000129901058693628	-0.0843571850849417	0.441527467836272	0.00893069778518695	-0.741569214818466	-0.525884652921214	0.00175575220176758	0.0450133338916383	TRUE	TRUE
AK4	AK3	-1.23143075820534	-0.51365505705473	0.19031587607439	-1.34095040465526	0.073185239882928	0.021085471035258	-0.717775701150608	-1.41413564453819	0.324102284007872	0.0821915244887111	FALSE	TRUE
ALMS1	C10orf90	-0.777906906776116	-0.456261069869838	0.460958749211566	-0.902990303508346	-0.276900414292234	0.0975257598239064	-0.321645836906278	-0.626089889216111	0.604075465633442	0.233383383509035	FALSE	FALSE
C10orf90	ALMS1	0.119961984436144	0.254562418742632	0.486364763954452	-0.0340543715501447	0.733003575635247	0.0145191723023937	-0.134600434306488	-0.767057947185391	0.626623850890407	0.0626964416768225	FALSE	TRUE
AMOTL2	AMOT	0.983933603826681	1.24181481482429	0.267097024243296	1.16639228812761	1.14248094576701	0.80633377841523	-0.257881210997613	0.0239113423605972	0.411102354987445	0.883372037499488	FALSE	FALSE
AMOT	AMOTL2	0.853642497312348	1.38926378618036	0.173608899884423	0.985150482308405	1.63325459651762	0.389233298727313	-0.535621288868011	-0.648104114209217	0.299731300176871	0.566157525421547	FALSE	FALSE
ANK3	ANK2	-0.272147084539315	0.719626605318321	0.0453338990979227	-0.342856575977564	0.326182559840375	0.0742044999172241	-0.991773689857636	-0.669039135817939	0.112598276459822	0.19374837170038	FALSE	FALSE
ANK2	ANK3	-0.340227355068578	0.452462721053319	0.0234961466635103	-0.653555860446671	-0.200097132337841	0.249556194554941	-0.792690076121897	-0.45345872810883	0.0695283823849252	0.426570588456645	TRUE	FALSE
ANKRD11	ANKRD12	-1.35613707314262	-0.23168169911996	0.0112560077030628	-1.91291891181903	-0.698720460368469	0.0453338990979227	-1.12445537402266	-1.21419845145057	0.0395108841821797	0.134149344427401	TRUE	FALSE
ANKRD12	ANKRD11	-0.677267462421556	-0.767478129345319	0.934887200362667	-0.951567747313052	-0.974741217299541	0.838134776780856	0.0902106669237637	0.0231734699864888	0.955014690199725	0.903111552741158	FALSE	FALSE
ANO4	ANO5	0.457123216881001	1.69380255110724	1.55495007914e-05	0.450456973817337	1.78397720512452	0.000215062747264139	-1.23667933422624	-1.33352023130719	0.000350755952278137	0.00416797662303458	TRUE	TRUE
ANO5	ANO4	0.769696037522657	1.31876551949967	0.0814293446671917	0.45266625859649	0.790094336714744	0.173608899884423	-0.549069481977012	-0.337428078118254	0.172902011460867	0.33457401434309	FALSE	FALSE
ANXA5	ANXA6	-0.567502143673344	0.130081535101226	0.0453338990979227	-0.846378619739838	-0.204618730367719	0.0814293446671917	-0.697583678774569	-0.641759889372119	0.112598276459822	0.206347657941171	FALSE	FALSE
ANXA6	ANXA5	-0.603314797361911	-0.288178168245918	0.743702065375981	-0.888979046481272	-0.513340519148234	0.436289427525659	-0.315136629115994	-0.375638527333038	0.829282043725567	0.605786329238453	FALSE	FALSE
AP2B1	AP1B1	-0.180117033129988	0.0324913852612891	0.623594278712037	-0.59637061237337	-0.958281172514948	0.249556194554941	-0.212608418391277	0.361910560141578	0.737803720986899	0.426570588456645	FALSE	FALSE
AP1B1	AP2B1	-0.10826558249887	0.218533655810172	0.187268401403014	-0.301710144007043	-0.28474480157843	0.838134776780856	-0.326799238309042	-0.0169653424286125	0.31970387137785	0.903111552741158	FALSE	FALSE
AP1G1	AP1G2	-1.43538336242644	-1.63601460806934	0.512486352283095	-1.77912479089086	-1.86635772723523	0.65287003041307	0.200631245642898	0.0872329363443671	0.648144504358032	0.785270246370965	FALSE	FALSE
AP1G2	AP1G1	-1.11217952434892	-1.4097136398636	0.902462275054423	-1.54490379316173	-2.3421099428867	0.304590816047085	0.297534115514679	0.797206149724969	0.935081393429884	0.484528280787039	FALSE	FALSE
AP2A2	AP2A1	-0.791443424670253	-0.329817319939195	0.267097024243296	-0.752030408218347	-0.636469694114067	0.902462275054423	-0.461626104731057	-0.11556071410428	0.411102354987445	0.945044208884997	FALSE	FALSE
AP2A1	AP2A2	-1.07696079892763	-0.477665665834237	0.0555296397209032	-1.00970719350924	-0.881077097044757	0.774840301727361	-0.599295133093398	-0.128630096464481	0.132486038898517	0.85705808293959	FALSE	FALSE
AP3B1	AP3B2	-0.79788071431245	1.29814406812496	0.00140811946967693	-1.0290948814918	1.00132258857126	0.00196295041333822	-2.09602478243741	-2.03041747006305	0.00884736251267329	0.0157954372441719	TRUE	TRUE
AP3B2	AP3B1	-0.283866535136992	-2.4540471447502	3.43223641017469e-05	-0.241392971050553	-2.51428695977193	8.63861155077776e-07	2.17018060961321	2.27289398872138	0.000597817379797515	0.000118867294938702	TRUE	TRUE
APBA3	APBA2	-0.192510862351036	0.248870453996768	0.285440870895821	-0.247120718115719	0.0390187611408476	0.566774494589651	-0.441381316347804	-0.286139479256567	0.430665173632292	0.724124145362451	FALSE	FALSE
APBA2	APBA3	-0.272066095801663	-0.0714710984456871	0.838134776780856	-0.606292681896451	-0.324762486932174	0.838134776780856	-0.200594997355976	-0.281530194964278	0.891246872372843	0.903111552741158	FALSE	FALSE
APBB2	APBB3	0.00424547606189243	-0.784730380009167	0.0367175416419757	-0.203279327356057	-1.11099734012859	0.00987482265059421	0.788975856071059	0.907718012772535	0.0962349281892544	0.0481835317986441	TRUE	TRUE
APBB3	APBB2	-0.110415132112136	-1.28004449618135	0.0049396225519851	-0.204636489074265	-2.05785720330537	0.000695550057788443	1.16962936406922	1.8532207142311	0.0217154013786949	0.00878052183043026	TRUE	TRUE
