gene1	gene2	time1_expected_logFC1	time1_expected_logFC2	time1_observed_logFC1	time1_observed_logFC2	time1_fdr1	time1_fdr2	time1_gi1	time1_gi2	time2_expected_logFC1	time2_expected_logFC2	time2_observed_logFC1	time2_observed_logFC2	time2_fdr1	time2_fdr2	time2_gi1	time2_gi2	time1_mean_expected_logFC	time1_mean_observed_logFC	time2_mean_expected_logFC	time2_mean_observed_logFC	time1_both_gi	time2_both_gi
ABHD12	ABHD12B	-0.919725502817386	-0.0246104734366286	-0.255439423740659	-0.320585056091331	0.0395108841821797	0.760668214943594	TRUE	FALSE	-1.23076603592871	-0.0603799508742608	-0.453597270699162	-0.148245187657791	0.0481835317986441	0.818215189054469	TRUE	FALSE	-0.472167988127007	-0.288012239915995	-0.645572993401485	-0.300921229178477	FALSE	FALSE
ABL1	ABL2	1.08581891158899	1.4190449201657	0.139836222928736	-0.0200626951819878	0.0641999424510065	0.0070331408347849	TRUE	TRUE	0.676290500928714	1.64092955473113	0.272970482406527	0.0266773953367914	0.945044208884997	0.0103117478404741	FALSE	TRUE	1.25243191587735	0.0598867638733741	1.15861002782992	0.149823938871659	TRUE	FALSE
DMWD	WDR20	0.745248295166121	0.245232022333379	0.264246529619414	0.900579784135428	0.829282043725567	0.150770629454817	FALSE	FALSE	0.58939134207275	0.44008481084671	0.440063820724696	1.18696974482094	0.838111418474488	0.271216912183743	FALSE	FALSE	0.49524015874975	0.582413156877421	0.51473807645973	0.813516782772818	FALSE	FALSE
HNRNPL	HNRNPLL	-1.9978971373497	1.37400901305041	-2.34657933641342	-1.92758627818921	0.839551932332786	4.95280395577925e-05	FALSE	TRUE	-2.29002421374102	0.594063762050619	-2.86349287060834	-2.1912640536053	0.621478926313273	0.00131187702788899	FALSE	TRUE	-0.311944062149645	-2.13708280730132	-0.8479802258452	-2.52737846210682	FALSE	FALSE
ACBD3	TMED8	-0.154781675778989	-0.443962104230945	0.121867774466272	-0.321285962331242	0.495461725259427	0.495461725259427	FALSE	FALSE	-0.795787413894752	-0.765905745297736	0.038151979146839	-0.394903368940675	0.0192631019438441	0.315411141528103	TRUE	FALSE	-0.299371890004967	-0.099709093932485	-0.780846579596244	-0.178375694896918	FALSE	FALSE
DBI	ACBD7	1.08550140288772	1.29153311213005	-0.463005918933615	-0.306460910757026	0.0070331408347849	0.0819047619047619	TRUE	TRUE	0.693638368766659	1.24266137116828	-0.671488650965941	-0.371348136998498	0.0577425151641135	0.100712528907899	TRUE	FALSE	1.18851725750888	-0.38473341484532	0.968149869967469	-0.521418393982219	TRUE	FALSE
ACSL1	ACSL6	0.128822252836761	0.101934692486754	-0.291132460968493	-0.0511634970676451	0.582848788616803	0.714275993440846	FALSE	FALSE	-0.45029658257489	-0.113708036982584	-0.586279846167118	-0.136499667147897	1	0.464263165901478	FALSE	FALSE	0.115378472661757	-0.171147979018069	-0.282002309778737	-0.361389756657507	FALSE	FALSE
ACTR1A	ACTR1B	-3.75067264876536	1.23114922662579	-2.6527665994237	-0.449015776570566	0.356931501117075	0.0015484682839179	FALSE	TRUE	-3.5558398564621	-0.404062401399145	-2.89397062535204	-0.859484750038735	0.566157525421547	0.315411141528103	FALSE	FALSE	-1.25976171106978	-1.55089118799713	-1.97995112893062	-1.87672768769539	FALSE	FALSE
ACVR2A	ACVR2B	1.46543452029487	2.14094413693452	0.569149858304631	-0.00991405127705174	0.0128489304020815	0.000289247975157342	TRUE	TRUE	1.24254028967722	1.85099798198898	0.572482895582967	-0.0367839213872588	0.19374837170038	0.00416797662303458	FALSE	TRUE	1.80318932861469	0.27961790351379	1.5467691358331	0.267849487097854	TRUE	FALSE
ADAMTS6	ADAMTS10	1.1654071909282	0.636310699098521	0.0929061477279156	-0.124661964914329	0.0035208589532047	0.0641999424510065	TRUE	TRUE	0.948183439757358	0.658065540946988	0.0913636202121825	-0.406632228921126	0.0115805961937899	0.00940744332870023	TRUE	TRUE	0.900858945013361	-0.0158779085932067	0.803124490352173	-0.157634304354472	TRUE	TRUE
ADAMTSL1	ADAMTSL3	0.945393574437749	1.30154935547135	-0.196150397183586	-0.132816122355986	5.91379576809463e-06	0.000289247975157342	TRUE	TRUE	0.810530714469235	0.88808868338901	-0.386645256885165	-0.328969994210978	0.000176146631092533	0.0157954372441719	TRUE	TRUE	1.12347146495455	-0.164483259769786	0.849309698929122	-0.357807625548071	TRUE	TRUE
ADAP2	ADAP1	1.12219296981628	-0.644113584009084	-0.570142433160822	-0.417824445235852	0.00263536737935156	0.561255262714161	TRUE	FALSE	1.19161724565546	-1.04681643775816	-0.551882044324886	-0.465927646620571	0.00940744332870023	0.271216912183743	TRUE	FALSE	0.239039692903598	-0.493983439198337	0.07240040394865	-0.508904845472729	FALSE	FALSE
ADSS	ADSSL1	0.747644849654835	0.0815617877866442	0.0206552836167543	-0.934989031712382	0.068483757918613	0.0035208589532047	TRUE	TRUE	0.52771451184034	-0.550299765727685	-0.215929064501627	-1.04739372082798	0.116119048050556	0.271216912183743	FALSE	FALSE	0.41460331872074	-0.457166874047814	-0.0112926269436725	-0.631661392664803	TRUE	FALSE
AGPAT3	AGPAT4	-0.909446467498186	-0.805237872063791	-0.204264051377755	-0.589973390431025	0.336376853822206	0.475083285707123	FALSE	FALSE	-1.96626133662485	-1.08206260000432	-0.366759989850722	-0.689059092984363	0.00757168617028161	0.566157525421547	TRUE	FALSE	-0.857342169780989	-0.39711872090439	-1.52416196831459	-0.527909541417543	FALSE	FALSE
AHCYL1	AHCYL2	-0.0610689823431928	0.460881206141704	-0.74676248774201	-0.617450931635184	0.112598276459822	0.0244486818185704	FALSE	TRUE	-0.5213675269322	0.0282969821972904	-1.07715224044044	-0.96820489200501	0.315411141528103	0.043799337916985	FALSE	TRUE	0.199906111899256	-0.682106709688597	-0.246535272367455	-1.02267856622272	FALSE	FALSE
AHNAK	AHNAK2	0.67835289897184	0.223082695055295	-0.510550076399201	0.0222200824144512	0.0237183763281577	0.542639330343245	TRUE	FALSE	0.640839238053547	-0.327951806536567	-0.258101604203415	-0.0193164091227273	0.0626964416768225	0.69875215675004	TRUE	FALSE	0.450717797013568	-0.244164996992375	0.15644371575849	-0.138709006663071	FALSE	FALSE
AHSA1	AHSA2	0.919613488354842	0.229028531769255	0.0466994575076756	0.329368456223437	0.2400813607159	0.495461725259427	FALSE	FALSE	0.899514781230524	0.101593064991709	0.0245714274652835	0.132412210860295	0.256570352660933	0.674814565302908	FALSE	FALSE	0.574321010062048	0.188033956865556	0.500553923111116	0.0784918191627892	FALSE	FALSE
AJUBA	WTIP	1.2243922772152	0.25743098777049	0.0786319433728315	0.327762213914743	0.0527040787269806	0.495461725259427	TRUE	FALSE	0.821088931194256	0.167741467540586	0.0116066996598363	0.269882886797301	0.219556364550122	0.426570588456645	FALSE	FALSE	0.740911632492845	0.203197078643787	0.494415199367421	0.140744793228569	FALSE	FALSE
AK1	AK5	0.896223033987569	0.123716672926304	-0.158942706690772	-0.0769956379543724	0.0269780301691798	0.829282043725567	TRUE	FALSE	0.582656026866736	0.117070940508958	-0.275447867320313	-0.382456644923334	0.0817090176649174	0.504608235666323	TRUE	FALSE	0.509969853456936	-0.117969172322572	0.349863483687847	-0.328952256121823	FALSE	FALSE
AK3	AK4	0.778656724549903	-0.51365505705473	0.0370875097314365	-1.23143075820534	0.00175575220176758	0.324102284007872	TRUE	FALSE	0.441527467836272	0.073185239882928	-0.0843571850849417	-1.34095040465526	0.0450133338916383	0.0821915244887111	TRUE	TRUE	0.132500833747586	-0.597171624236952	0.2573563538596	-0.712653794870101	FALSE	TRUE
ALMS1	C10orf90	-0.456261069869838	0.254562418742632	-0.777906906776116	0.119961984436144	0.604075465633442	0.626623850890407	FALSE	FALSE	-0.276900414292234	0.733003575635247	-0.902990303508346	-0.0340543715501447	0.233383383509035	0.0626964416768225	FALSE	TRUE	-0.100849325563603	-0.328972461169986	0.228051580671506	-0.468522337529245	FALSE	FALSE
AMOTL2	AMOT	1.24181481482429	1.38926378618036	0.983933603826681	0.853642497312348	0.411102354987445	0.299731300176871	FALSE	FALSE	1.14248094576701	1.63325459651762	1.16639228812761	0.985150482308405	0.883372037499488	0.566157525421547	FALSE	FALSE	1.31553930050233	0.918788050569515	1.38786777114231	1.07577138521801	FALSE	FALSE
ANK3	ANK2	0.719626605318321	0.452462721053319	-0.272147084539315	-0.340227355068578	0.112598276459822	0.0695283823849252	FALSE	TRUE	0.326182559840375	-0.200097132337841	-0.342856575977564	-0.653555860446671	0.19374837170038	0.426570588456645	FALSE	FALSE	0.58604466318582	-0.306187219803946	0.063042713751267	-0.498206218212118	FALSE	FALSE
ANKRD11	ANKRD12	-0.23168169911996	-0.767478129345319	-1.35613707314262	-0.677267462421556	0.0395108841821797	0.955014690199725	TRUE	FALSE	-0.698720460368469	-0.974741217299541	-1.91291891181903	-0.951567747313052	0.134149344427401	0.903111552741158	FALSE	FALSE	-0.499579914232639	-1.01670226778209	-0.836730838834005	-1.43224332956604	FALSE	FALSE
ANO4	ANO5	1.69380255110724	1.31876551949967	0.457123216881001	0.769696037522657	0.000350755952278137	0.172902011460867	TRUE	FALSE	1.78397720512452	0.790094336714744	0.450456973817337	0.45266625859649	0.00416797662303458	0.33457401434309	TRUE	FALSE	1.50628403530346	0.613409627201829	1.28703577091963	0.451561616206913	FALSE	FALSE
ANXA5	ANXA6	0.130081535101226	-0.288178168245918	-0.567502143673344	-0.603314797361911	0.112598276459822	0.829282043725567	FALSE	FALSE	-0.204618730367719	-0.513340519148234	-0.846378619739838	-0.888979046481272	0.206347657941171	0.605786329238453	FALSE	FALSE	-0.079048316572346	-0.585408470517627	-0.358979624757977	-0.867678833110555	FALSE	FALSE
AP2B1	AP1B1	0.0324913852612891	0.218533655810172	-0.180117033129988	-0.10826558249887	0.737803720986899	0.31970387137785	FALSE	FALSE	-0.958281172514948	-0.28474480157843	-0.59637061237337	-0.301710144007043	0.426570588456645	0.903111552741158	FALSE	FALSE	0.125512520535731	-0.144191307814429	-0.621512987046689	-0.449040378190206	FALSE	FALSE
AP1G1	AP1G2	-1.63601460806934	-1.4097136398636	-1.43538336242644	-1.11217952434892	0.648144504358032	0.935081393429884	FALSE	FALSE	-1.86635772723523	-2.3421099428867	-1.77912479089086	-1.54490379316173	0.785270246370965	0.484528280787039	FALSE	FALSE	-1.52286412396647	-1.27378144338768	-2.10423383506097	-1.6620142920263	FALSE	FALSE
AP2A2	AP2A1	-0.329817319939195	-0.477665665834237	-0.791443424670253	-1.07696079892763	0.411102354987445	0.132486038898517	FALSE	FALSE	-0.636469694114067	-0.881077097044757	-0.752030408218347	-1.00970719350924	0.945044208884997	0.85705808293959	FALSE	FALSE	-0.403741492886716	-0.934202111798941	-0.758773395579412	-0.880868800863793	FALSE	FALSE
AP3B1	AP3B2	1.29814406812496	-2.4540471447502	-0.79788071431245	-0.283866535136992	0.00884736251267329	0.000597817379797515	TRUE	TRUE	1.00132258857126	-2.51428695977193	-1.0290948814918	-0.241392971050553	0.0157954372441719	0.000118867294938702	TRUE	TRUE	-0.57795153831262	-0.540873624724721	-0.756482185600335	-0.635243926271176	FALSE	FALSE
APBA3	APBA2	0.248870453996768	-0.0714710984456871	-0.192510862351036	-0.272066095801663	0.430665173632292	0.891246872372843	FALSE	FALSE	0.0390187611408476	-0.324762486932174	-0.247120718115719	-0.606292681896451	0.724124145362451	0.903111552741158	FALSE	FALSE	0.0886996777755404	-0.23228847907635	-0.142871862895663	-0.426706700006085	FALSE	FALSE
APBB2	APBB3	-0.784730380009167	-1.28004449618135	0.00424547606189243	-0.110415132112136	0.0962349281892544	0.0217154013786949	TRUE	TRUE	-1.11099734012859	-2.05785720330537	-0.203279327356057	-0.204636489074265	0.0481835317986441	0.00878052183043026	TRUE	TRUE	-1.03238743809526	-0.0530848280251218	-1.58442727171698	-0.203957908215161	TRUE	TRUE
APH1A	APH1B	-1.37398097956676	0.187608289250239	-0.986252858466402	-0.520863500744636	0.561255262714161	0.0819942407068349	FALSE	TRUE	-1.54411885618192	0.112600835051986	-0.947141641780925	-0.597565653509248	0.167302056705033	0.12713963822762	FALSE	FALSE	-0.59318634515826	-0.753558179605519	-0.715759010564967	-0.772353647645087	FALSE	FALSE
APLP2	APLP1	-0.500630674834346	-0.957855673337004	-0.223249579586756	-0.062307983394126	0.373803018929631	0.104066148327052	FALSE	FALSE	-1.06358777680288	-1.5455814320602	-0.438872808341553	-0.328493665014069	0.390058477037745	0.053224283846785	FALSE	TRUE	-0.729243174085675	-0.142778781490441	-1.30458460443154	-0.383683236677811	FALSE	FALSE
ARAP3	ARAP2	-0.0441660861986508	0.0516931409258143	-0.442413953057986	-0.279429586370892	0.336376853822206	0.561255262714161	FALSE	FALSE	-0.228034607548085	-0.00353308231536332	-0.509792605526334	-0.471269773346845	0.527356042756705	0.484528280787039	FALSE	FALSE	0.00376352736358175	-0.360921769714439	-0.115783844931724	-0.490531189436589	FALSE	FALSE
ARF4	ARF5	0.767595719740759	0.97118908942807	-1.33846813899718	0.0737973982233442	0.00884736251267329	0.172902011460867	TRUE	FALSE	-0.278531433714419	0.22006040238601	-1.73924877883427	-0.177280417904743	0.154673652340006	0.746180755226262	FALSE	FALSE	0.869392404584415	-0.632335370386918	-0.0292355156642045	-0.958264598369507	FALSE	FALSE
ARFGEF2	ARFGEF1	1.08170500025962	0.175121439023171	-0.690737466703628	-0.932354978830509	0.0128489304020815	0.0760234067335876	TRUE	TRUE	0.692956122906991	-0.341328472547508	-0.745759052966607	-1.20232337133587	0.143321980662134	0.256570352660933	FALSE	FALSE	0.628413219641396	-0.811546222767068	0.175813825179742	-0.974041212151239	TRUE	FALSE
ARHGAP22	ARHGAP24	0.401342348729102	-0.3159656857959	0.179234374837276	0.639484634742567	0.626623850890407	0.014029353491177	FALSE	TRUE	-0.158625271948585	-0.669293175275139	0.16079173548373	0.72307539883995	0.838111418474488	0.00553277835503596	FALSE	TRUE	0.042688331466601	0.409359504789922	-0.413959223611862	0.44193356716184	FALSE	FALSE
ARHGAP33	ARHGAP31	1.04969644801515	1.33882032745109	-0.12313623592818	0.252767292345544	0.00088870075715022	0.00198029071844345	TRUE	TRUE	0.791841706805695	1.30330392582422	-0.401329947886019	-0.0571413173849941	0.00147816046418131	0.00553277835503596	TRUE	TRUE	1.19425838773312	0.064815528208682	1.04757281631496	-0.229235632635507	TRUE	TRUE
ARHGEF1	ARHGEF12	-0.92331294518555	-0.0320810052981338	-1.39332248825927	-0.475546485374092	0.225405027337713	0.356931501117075	FALSE	FALSE	-1.4668857130599	0.12895257947182	-1.41350386780647	-0.564698173142547	0.724124145362451	0.33457401434309	FALSE	FALSE	-0.477696975241842	-0.934434486816681	-0.66896656679404	-0.989101020474509	FALSE	FALSE
ARHGEF7	ARHGEF6	-0.401480738026256	0.4965132517943	-0.623977845243765	-0.128725928457715	0.891246872372843	0.0641999424510065	FALSE	TRUE	-0.980537860222902	-0.0295413122500601	-0.862591225090776	-0.531650054862037	0.69875215675004	0.167302056705033	FALSE	FALSE	0.047516256884022	-0.37635188685074	-0.505039586236481	-0.697120639976406	FALSE	FALSE
DNMBP	ARHGEF37	0.936609548882501	0.179181376462291	-0.0445258136488959	-1.0568071854846	0.112598276459822	0.00198029071844345	FALSE	TRUE	0.817693133020355	-0.0737477564874276	-0.0687759701254529	-1.17573001938498	0.245342168075641	0.0143208478320179	FALSE	TRUE	0.557895462672396	-0.550666499566748	0.371972688266464	-0.622252994755216	FALSE	FALSE
ARID1A	ARID1B	0.113711768025717	-1.00686278655545	-0.365285027483489	-1.4868636288488	0.104066148327052	0.336376853822206	FALSE	FALSE	-0.255068890940829	-1.15508317389938	-0.458703401166893	-1.58206647104286	0.206347657941171	0.44548546104094	FALSE	FALSE	-0.446575509264866	-0.926074328166145	-0.705076032420105	-1.02038493610488	FALSE	FALSE
ARL8B	ARL8A	-0.6551198552783	0.390453156562334	0.289149633363559	-0.371978571030776	0.299731300176871	0.0695283823849252	FALSE	TRUE	-0.801636075840542	0.185408759973949	0.263168675975253	-0.579145447797782	0.33457401434309	0.305393823394167	FALSE	FALSE	-0.132333349357983	-0.0414144688336085	-0.308113657933296	-0.157988385911264	FALSE	FALSE
ARNT	ARNT2	4.24096473372888	3.36726732152256	3.48784723778124	2.24911877618158	0.150770629454817	0.199398878926739	FALSE	FALSE	5.44677346374017	4.23665116751522	4.74261201971234	3.34793163676277	0.271216912183743	0.484528280787039	FALSE	FALSE	3.80411602762572	2.86848300698141	4.84171231562769	4.04527182823755	FALSE	FALSE
ARPC5	ARPC5L	-0.973026649405154	-1.0191126760939	-0.822334495364135	-2.18303461086499	0.582848788616803	0.0157883508756927	FALSE	TRUE	-1.40177287577602	-2.06804301802641	-0.967034953156453	-2.72682023453953	0.566157525421547	0.315411141528103	FALSE	FALSE	-0.996069662749527	-1.50268455311456	-1.73490794690121	-1.84692759384799	FALSE	FALSE
ENSA	ARPP19	1.78085717269558	-0.114285199176098	-0.87385729405994	0.361947729029267	0.203249630723781	0.459444187599527	FALSE	FALSE	1.54737951096158	-0.73223942962741	-1.13615350619476	0.248068178937488	0.236833046471601	0.232766641292396	FALSE	FALSE	0.833285986759741	-0.255954782515336	0.407570040667085	-0.444042663628636	FALSE	FALSE
ATAD2	ATAD2B	-0.548320665405653	-0.602508348501367	-1.49848542618951	-0.956207611508543	0.150770629454817	0.373803018929631	FALSE	FALSE	-1.15412501664278	-1.03270769386947	-1.6120329553164	-0.955919294305915	0.818215189054469	1	FALSE	FALSE	-0.57541450695351	-1.22734651884903	-1.09341635525612	-1.28397612481116	FALSE	FALSE
ATF3	JDP2	-1.2304466541055	0.454622889002944	-0.0850533645228206	-0.485419507712882	0.2400813607159	0.0244486818185704	FALSE	TRUE	-1.667834078389	0.667906544732951	-0.35148135187778	-0.415878388145658	0.100712528907899	0.0268048869006459	FALSE	TRUE	-0.387911882551278	-0.285236436117851	-0.499963766828025	-0.383679870011719	FALSE	FALSE
ATF6B	ATF6	0.0276913321321906	0.54374301768689	-0.724708465222873	-0.625091741243933	0.0269780301691798	0.00175575220176758	TRUE	TRUE	-0.484010218002814	-0.601207189514324	-0.989247534931848	-0.740052739064966	0.19374837170038	0.980240207230791	FALSE	FALSE	0.28571717490954	-0.674900103233403	-0.542608703758569	-0.864650136998407	TRUE	FALSE
ATG4B	ATG4A	-0.923207297800065	-1.02793976426968	-0.0434972062446697	-0.0464854159002895	0.0437009109802844	0.0114937011436315	TRUE	TRUE	-1.21144524336098	-1.13994472779847	-0.0172818349748476	-0.165351933908277	0.0103117478404741	0.06769475980202	TRUE	TRUE	-0.975573531034873	-0.0449913110724796	-1.17569498557972	-0.0913168844415623	TRUE	TRUE
