gene1	gene2	time1_expected_logFC1	time1_expected_logFC2	time1_observed_logFC1	time1_observed_logFC2	time1_fdr1	time1_fdr2	time1_gi1	time1_gi2	time2_expected_logFC1	time2_expected_logFC2	time2_observed_logFC1	time2_observed_logFC2	time2_fdr1	time2_fdr2	time2_gi1	time2_gi2	time1_mean_expected_logFC	time1_mean_observed_logFC	time2_mean_expected_logFC	time2_mean_observed_logFC	time1_both_gi	time2_both_gi
AHNAK	AHNAK2	0.380379884972303	0.119922245993821	-0.0955829160408756	-0.233943084636803	0.462601504283431	0.62429058948338	FALSE	FALSE	-0.937231803137763	-0.198687447658647	-0.6240769171221	-0.609634257331016	0.892610844005918	0.641983035339184	FALSE	FALSE	0.250151065483062	-0.164763000338839	-0.567959625398205	-0.616855587226558	FALSE	FALSE
AHSA1	AHSA2	0.345813428695418	-0.279568615126189	-0.102961075847879	0.164660946948048	0.200891385505532	0.260326702814658	FALSE	FALSE	-0.0642859383015049	-0.507565119781351	-0.290743002354888	0.0775087306665825	0.641983035339184	0.172787370039624	FALSE	FALSE	0.0331224067846145	0.0308499355500845	-0.285925529041428	-0.106617135844153	FALSE	FALSE
AJUBA	WTIP	1.16258246549063	-0.0581723733115708	-0.507084816407596	-0.136021086931348	0.0068607733753125	0.669052391595387	TRUE	FALSE	0.559559263555688	-0.522161208153704	-1.17895025529573	-0.517491380311769	0.0255229140488759	0.873918241948237	TRUE	FALSE	0.55220504608953	-0.321552951669472	0.018699027700992	-0.84822081780375	FALSE	FALSE
AK1	AK5	-0.0886543514010899	0.659066241551686	-0.159530465793028	-0.451763689248489	0.884075919601081	0.00225888632515848	FALSE	TRUE	-0.818831229349584	-0.745760535326635	-0.666940704892852	-0.69338190543408	0.382246424797961	1	FALSE	FALSE	0.285205945075298	-0.305647077520758	-0.782295882338109	-0.680161305163466	FALSE	FALSE
AK3	AK4	-0.0303166851142811	-1.61798190421218	0.393369027391245	0.0522647060448387	0.189432629061112	0.0960572301105199	FALSE	TRUE	-0.112919340715399	-2.39244463126648	0.211472764354375	-0.779225135024488	0.476594980288693	0.200306323099901	FALSE	FALSE	-0.824149294663231	0.222816866718042	-1.25268198599094	-0.283876185335056	FALSE	FALSE
ALMS1	C10orf90	0.169370277616185	0.388395227687272	-0.140863726864395	0.10325351628695	0.213823758162274	0.528054670282642	FALSE	FALSE	-0.528951201680903	0.541027989209816	-0.3103444494227	-0.252348038712616	0.683977905665896	0.185749415488334	FALSE	FALSE	0.278882752651729	-0.0188051052887225	0.00603839376445647	-0.281346244067658	FALSE	FALSE
AMOTL2	AMOT	0.586610186686528	-0.833158386686608	-0.695425489237154	-0.635015174880943	0.000207665212933477	0.821641550817679	TRUE	FALSE	-0.0248461202693655	-1.86629039971598	-1.05114123016263	-1.30679830817011	0.0184964113192134	0.892610844005918	TRUE	FALSE	-0.12327410000004	-0.665220332059048	-0.945568259992673	-1.17896976916637	FALSE	FALSE
ANK3	ANK2	-0.216476837897399	0.897592466331757	-0.90896363346515	-0.575853652074912	0.151508495504351	3.82425459670119e-05	FALSE	TRUE	-1.03056167794483	0.831958019163468	-1.24192668544877	-0.905440632974004	0.366545263628089	0.000327975916652167	FALSE	TRUE	0.340557814217179	-0.742408642770031	-0.0993018293906809	-1.07368365921139	FALSE	FALSE
ANKRD11	ANKRD12	0.972714623083904	0.456377024128931	0.544151328511899	0.499497019756598	0.0165223916569879	0.75667171737898	TRUE	FALSE	1.14909737632512	-0.169457708296421	0.958100728698613	0.74136660001949	0.455421939725868	0.068723555543692	FALSE	TRUE	0.714545823606417	0.521824174134248	0.489819834014349	0.849733664359051	FALSE	FALSE
ANO4	ANO5	1.03189599694824	0.88455394322138	0.147273880438538	0.013778315991277	0.0068607733753125	0.0438096197140662	TRUE	TRUE	1.50639594951792	0.806974707688714	0.22476442212089	-0.169631623202255	0.00191168923940481	0.34571034188273	TRUE	FALSE	0.95822497008481	0.0805260982149075	1.15668532860332	0.0275663994593175	TRUE	FALSE
ANXA5	ANXA6	0.5267811851894	0.0944715743146908	0.297234915254653	0.131674023476462	0.39882615993914	0.945044208884997	FALSE	FALSE	0.448674351058496	0.0783779706475009	0.012635848472869	-0.0733595174182423	0.325630648322828	0.943607971485476	FALSE	FALSE	0.310626379752045	0.214454469365558	0.263526160852998	-0.0303618344726867	FALSE	FALSE
AP2B1	AP1B1	0.458428191312877	0.202478814558044	-1.50150674329797	-1.47407231265492	0.00790845873581817	0.000106734475233837	TRUE	TRUE	0.430710338796285	-0.357885989821119	-1.97239372700475	-1.94025059516745	0.00136091225113278	0.00440822990889044	TRUE	TRUE	0.33045350293546	-1.48778952797645	0.036412174487583	-1.9563221610861	TRUE	TRUE
AP1G1	AP1G2	0.13799905276016	-0.120712184280637	-0.370348033835044	-1.59824058876574	0.0640569581693785	0.122304799752316	TRUE	FALSE	0.020639622694801	-1.51013111330759	-0.707456797611407	-2.11560842185464	0.0442878063695908	0.943607971485476	TRUE	FALSE	0.0086434342397615	-0.984294311300392	-0.744745745306395	-1.41153260973302	FALSE	FALSE
AP2A2	AP2A1	1.0917487507886	0.155160013203561	-1.1240114886856	-1.65347114266401	0.00457931521299951	0.000588393971178968	TRUE	TRUE	1.00440118109962	0.300109706597756	-2.00147316248519	-2.2767255565286	0.00324714909241531	0.000327975916652167	TRUE	TRUE	0.62345438199608	-1.3887413156748	0.652255443848688	-2.1390993595069	TRUE	TRUE
AP3B1	AP3B2	-0.0743815539673569	-1.19948799306485	-0.0519531060453359	-0.433650987722215	0.984590385665247	0.444306151982636	FALSE	FALSE	0.0639144943605912	-1.72512102789167	-0.930357115229071	-0.621907626706346	0.382246424797961	0.0755323292793305	FALSE	TRUE	-0.636934773516104	-0.242802046883775	-0.830603266765539	-0.776132370967709	FALSE	FALSE
APBA3	APBA2	1.14199987247141	1.35737275153345	0.288773614583449	0.336937165565296	0.0234970864184464	0.312269080053551	TRUE	FALSE	0.792435595446499	0.446862066625614	0.191098500812591	0.170290418904716	0.325630648322828	0.772336388395826	FALSE	FALSE	1.24968631200243	0.312855390074373	0.619648831036057	0.180694459858654	FALSE	FALSE
APBB2	APBB3	-0.00190663953913692	0.378028924014812	-0.0219776903844588	-0.544414456510947	0.331209923304045	0.00136008973376362	FALSE	TRUE	0.226680649253395	0.345335236163282	-0.143271145513154	-0.562986487567781	0.433572378418686	0.0490532706397748	FALSE	TRUE	0.188061142237838	-0.283196073447703	0.286007942708339	-0.353128816540468	FALSE	FALSE
APH1A	APH1B	-0.708363591238242	0.190307755042526	-0.329583506049062	-0.330561011881275	0.945044208884997	0.597942482345923	FALSE	FALSE	-0.9810291621888	0.209970775731485	-0.430960726536724	-0.186178360711453	0.730226315126741	0.748226954737851	FALSE	FALSE	-0.259027918097858	-0.330072258965169	-0.385529193228657	-0.308569543624089	FALSE	FALSE
APLP2	APLP1	-0.387535807303168	1.35382522024302	0.277004271847312	0.235806100977631	0.189432629061112	0.00531346336158068	FALSE	TRUE	-1.14603959717238	1.01751352781417	-0.152422273329401	-0.251117041310539	0.265094284643024	0.0755323292793305	FALSE	TRUE	0.483144706469926	0.256405186412472	-0.064263034679105	-0.20176965731997	FALSE	FALSE
ARAP3	ARAP2	0.777846016842296	0.163508199693509	-0.218120728141088	0.395744882360163	0.00136008973376362	0.884075919601081	TRUE	FALSE	0.437174016554574	-0.485678614710693	-0.354768920003911	0.0357025590380491	0.0360065342895428	0.641983035339184	TRUE	FALSE	0.470677108267903	0.0888120771095375	-0.0242522990780595	-0.159533180482931	FALSE	FALSE
ARF4	ARF5	0.797514325453828	-0.374745764728065	-2.17007730874868	0.0523008313365519	3.82425459670119e-05	0.343879683275489	TRUE	FALSE	0.372171309251577	-0.55318653823697	-2.30648583426042	-0.252297234111376	1.77413873042839e-05	0.418757107480646	TRUE	FALSE	0.211384280362882	-1.05888823870606	-0.0905076144926965	-1.2793915341859	FALSE	FALSE
ARFGEF2	ARFGEF1	0.305658080719941	-0.655882093137744	-1.1093284248011	-1.38237528562332	0.097160264037228	0.506014690653664	TRUE	FALSE	-1.77102489576741	-1.10807482304421	-1.5913065340161	-1.50859917781189	0.873918241948237	0.816124378126219	FALSE	FALSE	-0.175112006208902	-1.24585185521221	-1.43954985940581	-1.549952855914	FALSE	FALSE
ARHGAP22	ARHGAP24	0.635115863131955	0.271374680802308	-0.250266282362614	-0.107542966400083	0.00531346336158068	0.151508495504351	TRUE	FALSE	0.478451681934877	0.121509509623259	-0.518117943830421	-0.298029971035701	0.0528609781549981	0.433572378418686	TRUE	FALSE	0.453245271967131	-0.178904624381348	0.299980595779068	-0.408073957433061	FALSE	FALSE
ARHGAP33	ARHGAP31	-1.17533638872655	0.0934605841351411	-0.0331012243168661	-0.0624612859343891	0.00296290862728702	0.712220734753753	TRUE	FALSE	-1.4531846205937	-1.23558372248022	-0.242664622976408	-0.209189013255321	0.00606890876243946	0.625348179453445	TRUE	FALSE	-0.540937902295704	-0.0477812551256276	-1.34438417153696	-0.225926818115865	FALSE	FALSE
ARHGEF1	ARHGEF12	1.71676605645055	0.682852631740087	0.405412005035105	0.128931789164007	8.51586590605626e-06	0.200891385505532	TRUE	FALSE	1.7751151229363	0.397756156960843	0.545144568730637	-0.311609258122788	0.002420355322542	0.4971731469523	TRUE	FALSE	1.19980934409532	0.267171897099556	1.08643563994857	0.116767655303924	FALSE	FALSE
ARHGEF7	ARHGEF6	0.914173652559806	1.00355539592786	0.223270105893657	0.252732434461013	0.0894091735242248	0.00097284268651207	TRUE	TRUE	0.726840559947924	0.5812405223175	-0.0782718931158951	0.199759624396592	0.0528609781549981	0.160860598433606	TRUE	FALSE	0.958864524243833	0.238001270177335	0.654040541132712	0.0607438656403485	TRUE	FALSE
DNMBP	ARHGEF37	-0.205890011969395	0.480789329015126	0.28076601136816	-0.290058090138204	0.692233946332596	0.0284381314721719	FALSE	TRUE	-1.12837371353688	0.0772645549475951	0.129267527003445	-0.564157259390703	0.313356545783279	0.185749415488334	FALSE	FALSE	0.137449658522866	-0.004646039385022	-0.525554579294643	-0.217444866193629	FALSE	FALSE
ARID1A	ARID1B	-0.317103271707018	-0.958222824016402	-1.64352031881391	-1.57857294139866	0.00344461574236682	0.0894091735242248	TRUE	TRUE	-1.6129085446651	-1.65116193471286	-2.53764652619967	-2.26780580418919	0.234197985196676	0.281327105020414	FALSE	FALSE	-0.63766304786171	-1.61104663010628	-1.63203523968898	-2.40272616519443	TRUE	FALSE
ARL8B	ARL8A	-0.659474293700549	0.76440569683672	0.0125102285951695	-0.0313139055825777	0.141714683326616	0.189432629061112	FALSE	FALSE	-2.28953788028948	0.447689743802702	-0.462091248066783	-0.14366123765764	0.000465132893238399	0.433572378418686	TRUE	FALSE	0.0524657015680855	-0.0094018384937041	-0.920924068243389	-0.302876242862211	FALSE	FALSE
ARNT	ARNT2	-0.604330617749248	-0.371803798882309	-0.387351434890375	-0.794803918873039	0.927488436913281	0.278349411240733	FALSE	FALSE	-0.968191859148675	-0.491499293549255	-0.36087021212729	-0.914987163397301	0.281327105020414	0.4971731469523	FALSE	FALSE	-0.488067208315779	-0.591077676881707	-0.729845576348965	-0.637928687762295	FALSE	FALSE
ARPC5	ARPC5L	-2.2395929905961	-0.917863606956309	-1.26980588649482	-2.76137251358771	0.189432629061112	0.00531346336158068	FALSE	TRUE	-2.94434333969085	-0.577939790530617	-1.55159475894198	-2.86048649903037	0.131914835907531	0.000961977444943392	FALSE	TRUE	-1.5787282987762	-2.01558920004126	-1.76114156511073	-2.20604062898617	FALSE	FALSE
ENSA	ARPP19	2.95511634367825	-0.367325979281596	0.289591549469387	-0.893787721957105	0.205067064083458	0.700952380952381	FALSE	FALSE	2.00281325817942	-0.542725388489547	-0.224363100036736	-1.23320118365847	0.238474870017331	0.713564213564214	FALSE	FALSE	1.29389518219833	-0.302098086243859	0.730043934844936	-0.728782141847603	FALSE	FALSE
ATAD2	ATAD2B	0.588018024674722	0.330083427747116	-0.299183697384092	-0.0176066160053452	0.0589605711233573	0.295988233214458	TRUE	FALSE	0.0677972635742601	-0.109643060188383	-0.941787889577173	-0.717733548916698	0.131914835907531	0.366545263628089	FALSE	FALSE	0.459050726210919	-0.158395156694719	-0.0209228983070615	-0.829760719246936	FALSE	FALSE
ATF3	JDP2	0.672866831821312	-1.16576614322591	0.394904098314687	-0.39849716544826	0.862605384447289	0.108248122218317	FALSE	FALSE	-0.150573409949846	-1.54127105872351	0.145834365698421	-0.445168534341249	0.910239505012201	0.112204086576193	FALSE	FALSE	-0.246449655702299	-0.00179653356678652	-0.845922234336678	-0.149667084321414	FALSE	FALSE
ATF6B	ATF6	-0.0390336160204607	-0.316853543013557	-0.333013358660787	0.23035139767264	0.821641550817679	0.312269080053551	FALSE	FALSE	-0.46973732427659	-0.619436659029075	-0.49855643546707	0.269918564029377	0.832801368146272	0.131914835907531	FALSE	FALSE	-0.177943579517009	-0.0513309804940735	-0.544586991652833	-0.114318935718847	FALSE	FALSE
ATG4B	ATG4A	1.31224536461063	1.04016712523334	0.403496076148477	0.349223966497059	0.122304799752316	0.363442530241299	FALSE	FALSE	0.974823633469119	0.498823250274342	0.159723150257577	0.313281319824572	0.325630648322828	0.66326849871291	FALSE	FALSE	1.17620624492199	0.376360021322768	0.736823441871731	0.236502235041075	FALSE	FALSE
